"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0030900","forebrain development",369,4e-04,0.983,"ALDH1A2, ALDH1A3, ALK, ANXA3, APAF1, APP, AQP1, ARHGAP35, ARID1A, ARPC5, ATAT1, ATF5, ATIC, ATP2B4, AVPR1A, AXL, BAD, BBS2, BCL11B, BCL2A1, BMP4, BNIP3, BTBD3, BTG2, C12orf57, C16orf45, CCDC85C, CDH1, CDH2, CDK5R1, CDK6, CDON, CEP120, CHD5, CHD7, CHRD, CHRNB2, CNP, CNTN2, CNTNAP2, COL3A1, CREB1, CRH, CRKL, CRTAC1, CSF1R, CTNNB1, CXCL12, DAB1, DAB2IP, DCLK1, DCLK2, DCT, DISC1, DIXDC1, DLC1, DMRTA2, DNAH5, DPCD, DRAXIN, DRD2, DYNC2H1, EFHC1, EFNA2, EGFR, EIF2B3, EIF2B5, EMX1, EMX2, EPHA5, EPHB2, ERBB4, ETS1, EXT1, FABP7, FAT4, FEZF1, FGF8, FGFR1, FGFR2, FOXP2, FRS2, FYN, GDF7, GDPD5, GHRH, GHRHR, GLI1, GLI2, GLI3, GNAO1, GNG12, GRIN1, GSK3B, H2AFX, HAP1, HESX1, HIF1A, HOOK3, HTR5A, HTR6, IGF2BP1, INHBA, ITGAM, KAT2A, KCNC1, KCNC2, KDM2B, KDM6B, KIF1A, KIRREL3, KRAS, LEF1, LHX2, LHX3, LHX5, LHX6, LHX8, LMX1A, LPAR1, LRP1, LRP2, LRP6, LRP8, LRRK2, MBOAT7, MCPH1, METTL3, MSX1, MYO1D, NCOA1, NDEL1, NDST1, NEUROD6, NF1, NF2, NIN, NKX2-1, NKX2-6, NOTCH1, NOTCH3, NPY, NR2E1, NR2F2, NR4A2, NR4A3, NRG1, NRG3, NRGN, NRP2, NTRK2, NUMB, NUMBL, OTP, OTX1, OTX2, P2RY12, PAFAH1B1, PAX5, PAX6, PHACTR1, PHLPP2, PITX1, PITX2, PLCB1, PLXNA4, POU3F1, POU3F2, PPARGC1A, PRKG1, PROP1, PROX1, PSEN1, PTN, PTPRS, RAPGEF2, RARA, RARB, RAX, RBPJ, RELN, RFX4, ROBO1, ROBO2, RPGRIP1L, RTN4RL1, RTN4RL2, SALL1, SALL3, SATB2, SCN5A, SCT, SECISBP2, SEMA3A, SEMA5A, SEMA7A, SETD2, SHANK3, SHH, SIN3A, SIX3, SKI, SLC1A2, SLC2A1, SLC38A2, SLC4A10, SLC6A3, SLC7A11, SLC8A1, SLC8A3, SLIT1, SLIT2, SLIT3, SOX1, SOX2, SRC, SSTR1, SSTR2, SUN1, SUN2, SYNE2, TACC1, TACC2, TBR1, TBX3, TCTN1, TH, TMEM108, TNR, TRAPPC9, TSKU, TTC21B, TWSG1, TYRO3, TYROBP, UNCX, VAX2, WDR62, WNT2B, WNT3A, WNT4, WNT5A, WNT7A, WNT7B, XAB2, XRN2, YWHAE, ZDHHC16, ZEB2, ZNF335, ZSWIM6"
"GO:0045785","positive regulation of cell adhesion",382,5e-04,0.979,"ABI3BP, ABL1, ADA, ADAM19, ADAM8, AGER, AGR2, AKT1, ALOX15, ANGPT1, ANK3, AP3D1, APBB1IP, ARHGEF7, ARPC2, AZU1, BAD, BCL10, BMP7, BTLA, C1QBP, CARD11, CASS4, CAV1, CBFB, CCDC80, CCDC88B, CCL28, CCR2, CD160, CD209, CD27, CD274, CD276, CD28, CD36, CD3E, CD44, CD5, CD55, CD6, CD70, CD80, CD81, CD86, CDC42, CDH13, CDK6, CEACAM6, CHRD, COL16A1, COL26A1, COL8A1, CORO1A, CRKL, CSK, CTLA4, CXCL12, CXCL13, CYLD, CYTH3, DISC1, DMTN, DNM2, DOCK1, DOCK5, DOCK8, DPP4, DUSP10, DYSF, EBI3, ECM2, EDIL3, EFNB2, EFNB3, EGFLAM, EGR3, ELANE, EMILIN1, EMP2, EPB41L4B, ETS1, FADD, FAM49B, FBLN2, FGA, FGB, FGG, FLOT1, FLOT2, FN1, FOXF1, FRMD5, FYN, GATA3, GCNT2, GLI2, GLI3, GPAM, GRAP2, GRB2, GSK3B, HAVCR2, HLA-DMB, HLA-DPA1, HLA-DPB1, HLA-E, HLX, HMGB1, HSD17B12, HSPD1, HSPH1, HYAL1, ICAM1, IFNG, IFT74, IGF1, IGF2, IGFBP2, IL12A, IL12RB1, IL15, IL1RL2, IL21, IL23A, IL23R, IL2RA, IL4, IL4R, IL6ST, IL7, IL7R, IQGAP1, ITGA2, ITGA4, ITGA5, ITGAV, ITGB2, ITPKB, JAK3, JUP, KDR, KIF26B, KIFAP3, LCK, LGALS9, LILRB1, LILRB2, LILRB4, LIMS1, LIMS2, LYN, MAGI1, MALT1, MAP4K4, MEGF10, MIP, MYB, MYO10, MYOC, NCK1, NCK2, NDNF, NEDD9, NFKBID, NID1, NLRP3, NOD2, NODAL, NR4A3, P2RY12, PAK1, PAK2, PDCD1, PDCD1LG2, PDPN, PIEZO1, PIK3CA, PIK3R1, PLEKHA2, PNP, PPM1F, PREX1, PRKCA, PRKCE, PRKCQ, PRKCZ, PRKD2, PTAFR, PTK2B, PTN, PTPN23, PTPN6, PTPRC, PTPRJ, PTPRU, PYCARD, RARA, RASAL3, RASGRP1, RELL2, RET, RHOH, RPS3, RREB1, RSU1, RUNX3, SART1, SERPINF2, SFRP1, SFRP2, SHH, SIRPA, SIRPG, SKAP1, SMAD3, SMAD7, SMOC2, SOCS1, SOX2, SPOCK2, SPTA1, SRC, STAT5B, STX3, TESPA1, TGFB2, TGM2, THY1, TMEM102, TMIGD2, TNF, TNFRSF18, TNFSF11, TNFSF4, TPM1, TRIOBP, UTRN, VAV1, VAV3, VCAM1, VIT, VNN1, VTCN1, VWC2, WNT3A, WNT4, WNT5A, XBP1, XCL1, YES1, ZAP70, ZBTB16, ZBTB7B, ZMIZ1, ZP3, ZP4"
"GO:0060537","muscle tissue development",287,5e-04,0.967,"ACTC1, ACTN2, ACVR1, ADAMTS9, ADRA1A, AGT, AKAP13, ALDH1A2, ALPK2, ALPK3, ANKRD1, ANKRD2, ARID1A, ASB2, ATF3, ATG5, BCL9, BIN3, BMP4, BMP5, BMP7, BTG2, BVES, CACYBP, CASQ1, CAV1, CAV2, CAV3, CBY1, CCM2L, CCNB1, CDC42, CDK1, CDON, CFLAR, CHD7, CHRNA1, CHRND, COL11A1, COL3A1, CSRP1, CSRP3, CXADR, DCN, DLG1, DMRTA2, DNER, EEF2, EGR2, ELN, ENG, EYA1, EYA2, FGFR2, FHL2, FHOD3, FKBP1A, FLNB, FOXH1, FOXN2, FOXP2, GATA4, GPX1, GTF3C5, HEY2, HEYL, HIVEP3, HLX, HOMER1, HOXD10, IFRD1, IGSF8, ITGA8, KCNAB1, KDM6B, KEL, KLF5, LEMD2, LMOD3, LRP2, LRRC10, MAFF, MAML1, MAP2K4, MAPK14, MED1, MEF2A, MEF2D, MEGF10, MESP1, METTL21C, MIR23A, MSC, MTOR, MYF5, MYF6, MYH11, MYH14, MYH15, MYH6, MYH7, MYL2, MYL3, MYL6, MYLK, MYLK2, MYLK3, MYO18B, MYOCD, MYOD1, MYOG, MYOM2, MYOM3, MYOZ1, MYOZ2, NDRG4, NDUFV2, NEB, NEBL, NEURL1, NF1, NKX2-6, NOTCH1, NOX4, NPRL3, NR2F2, NRAP, NRG1, OBSL1, OSR1, P2RX2, PAX5, PAX7, PDGFRA, PDGFRB, PGM5, PITX1, PKD2, POPDC3, PPP1R13L, PRKAR1A, PROX1, PTCD2, RARA, RARB, RB1, RBP4, RBPJ, RXRA, RYR1, RYR2, S1PR1, SEMA3C, SGCB, SGCD, SGCG, SGCZ, SHH, SIRT6, SIX1, SIX4, SKI, SLC8A1, SLC9A1, SMAD4, SMAD7, SMYD1, SORBS2, SOX6, SOX8, STAC3, STRA6, SVIL, TBX2, TBX20, TBX3, TBX5, TCAP, TENM4, TGFB1, TGFB2, TGFBR3, TIPARP, TNNI1, TNNI3, TNNT2, TPM1, TTN, VAMP5, WNT2, WNT3A, WNT5A, WNT8A, WT1, XIRP2, ZFPM1, ZFPM2, ZMPSTE24, ZNF689"
"GO:0001504","neurotransmitter uptake",28,5e-04,0.813,"ATP1A2, CLN8, KCNJ10, NTSR1, PARK7, SLC18A1, SLC18A2, SLC1A1, SLC1A2, SLC1A3, SLC1A6, SLC1A7, SLC22A3, SLC29A1, SLC29A2, SLC38A1, SLC6A1, SLC6A11, SLC6A2, SLC6A3, SLC6A4, SLC6A5, SLC6A9, SLC7A11, SNAP25, SNCA, SYNGR3"
"GO:0007215","glutamate receptor signaling pathway",45,5e-04,0.816,"APP, CDK5R1, CPEB4, DAGLA, DAGLB, GNAQ, GRIA1, GRIA2, GRIA4, GRID1, GRID2, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRIN3A, GRIN3B, GRM1, GRM2, GRM3, GRM4, GRM5, GRM6, GRM7, GRM8, HOMER1, HOMER2, HOMER3, KCNB1, NCSTN, PLCB1, PTK2B, SSTR1, TIAM1, TRPM1"
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",200,5e-04,0.923,"ABCA1, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY9, ADORA1, ADORA2A, ADRA1A, ADRA1B, ADRA1D, ADRB3, AKAP12, AKAP13, AKAP5, CACNA1D, CALCA, CALCB, CALCR, CALCRL, CASR, CCR3, CHGA, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CNR1, CRHR1, CRHR2, CXCL11, DRD2, DRD3, DRD5, FFAR3, FPR1, FPR2, FSHR, GABBR1, GALR1, GCG, GHRH, GHRHR, GLP1R, GLP2R, GNA11, GNA12, GNA13, GNA14, GNA15, GNAI2, GNAI3, GNAL, GNAO1, GNAQ, GNAS, GNAT1, GNAT3, GNAZ, GNB1, GNG2, GPHB5, GPR176, GPR26, GPR37L1, GPR78, GRIK3, GRK5, GRM2, GRM3, GRM4, GRM6, GRM7, GRM8, HRH3, HRH4, HTR1B, HTR5A, IAPP, INSL3, LGR4, LHCGR, LPAR1, MARCO, MC1R, MC2R, MC3R, MC5R, MCHR1, MIR1-1, MTNR1A, NME2, NPR3, NPY1R, OPRD1, OPRK1, OPRL1, OPRM1, OR13F1, P2RY12, PALM, PDE2A, PDE4D, PRKACB, PTGDR, PTGDR2, PTGER3, PTGFR, PTGIR, PTH1R, RAMP3, RAPGEF2, RIC8A, RXFP1, RXFP2, S1PR1, S1PR4, SSTR2, TBXA2R, TSHR, UCN2, UCN3, VIP"
"GO:0090596","sensory organ morphogenesis",242,5e-04,0.964,"ABI2, ABR, ALDH1A3, ARID1A, ATP6V1B1, ATP8A2, BCR, BMP4, BMP7, C12orf57, CABP4, CDON, CELSR1, CEP290, CHD7, CHRNA10, CHRNA9, CLRN1, COL11A1, COL2A1, COL5A1, COL5A2, COL8A1, COL8A2, CRB1, CRYGB, CTHRC1, CTNNB1, DSCAM, DVL2, EFEMP1, EPHA2, EPHB1, EPHB2, EYA1, FASLG, FBN1, FBN2, FGF8, FGFR1, FGFR2, FOXF2, FOXI1, FOXN4, FRS2, FRZB, FSCN2, FZD3, FZD5, FZD6, GATA3, GJB6, GLI2, GLI3, GNAT1, GNGT1, GRHL3, HCN1, HDAC2, HESX1, HIF1A, HIPK1, HIPK2, HMX2, HOXA2, HPN, INSIG1, IRX5, ITGA8, JAG1, KCNQ4, KDM2B, LHFPL5, LRIG3, LRP5, LRP6, MAN2A1, MAPK1, MEGF11, MEIS1, MFN2, MFRP, MSX1, MYO15A, MYO3A, MYO3B, MYO7A, NF1, NIPBL, NKD1, NKX3-2, NR4A3, NRL, NTN1, NTRK2, OLFM3, OSR1, OSR2, OTOP1, OTX1, PAX2, PAX6, PAX8, PDE6C, PDZD7, PHACTR4, PITX2, PITX3, POU4F3, PROX1, PRRX1, PTF1A, PTK7, PTN, PTPRM, RARB, RARG, RBP4, ROM1, ROR2, RPE65, RPGRIP1, RPL38, SALL1, SDK1, SDK2, SIX1, SIX2, SIX3, SIX4, SKI, SLC44A4, SOBP, SOX1, SOX8, STAT3, STRA6, TBX1, TBX2, TCAP, TENM3, TFAP2A, TFAP2B, TH, THY1, TIFAB, TMIE, TRIOBP, TRPM1, TSKU, TTC39C, TULP1, USH1C, USH1G, VANGL2, VAX2, VSX1, WDPCP, WDR19, WNT16, WNT2, WNT2B, WNT3A, WNT5A, WNT9A, ZEB1, ZHX2, ZIC1"
"GO:0060041","retina development in camera-type eye",133,5e-04,0.938,"ACHE, ACTL6A, ACVR2B, ACVRL1, ARHGEF15, ATOH7, ATP2B1, ATP2B4, ATP8A2, BMPR1B, CABP4, CASP2, CDON, CHD7, CLCN2, CLN8, COL4A1, CYP1B1, DSCAM, FOXN4, GNAT1, GNB1, GPM6A, GRM6, HCN1, HIF1A, HIPK1, HIPK2, HPCA, IFT140, IMPDH2, IRX5, JMJD6, LAMA1, LAMC3, LHX2, LRP5, LRP5L, LRP6, MAN2A1, MAX, MDM1, MED1, MEGF11, MFRP, NEUROD4, NPHP1, NPHP4, NR2E1, OPA1, PAX2, PAX6, PDE6A, PDE6B, PDE6C, PDGFRA, PDGFRB, PFDN5, POU4F2, PROX1, PRPH2, PSEN1, PTF1A, PTN, PTPRM, RAB11FIP4, RBP4, RD3, RET, RHOJ, ROM1, RP1L1, RPE65, RPGRIP1, RPL24, SDK1, SDK2, SKI, SLC17A7, SLC4A5, SMARCA4, SMARCD3, SOX8, TBC1D32, TCIRG1, TFAP2A, TFAP2B, TGFB2, TGIF2, THY1, TTLL5, TUB, TULP1, USH1C, VAX2, VSX1, XRN2, ZHX2, ZNF513"
"GO:0031346","positive regulation of cell projection organization",375,5e-04,0.944,"ABL2, ACTR2, ADNP, AGRN, AGT, ALK, ANAPC2, ANKRD1, ANKRD27, ANLN, APBB1, APC, APOE, ARAP1, ARHGAP35, ARHGEF7, ARPC2, ATMIN, ATP8A2, AUTS2, AVIL, BAIAP2, BCAS3, BDNF, BMP5, BMP7, CACNG7, CAMK1, CAMK1D, CAMK2B, CAPRIN1, CBFA2T2, CCDC88A, CDC42, CDC42EP3, CDC42EP4, CDC42EP5, CDH4, CENPJ, CEP120, CFLAR, CHODL, CLRN1, CNR1, CNTN1, COBL, CORO1B, CORO1C, CPEB3, CPNE5, CPNE6, CPNE9, CRABP2, CREB3L2, CROCC, CRTC1, CTTN, CUL7, CUX1, CUX2, CXCL12, DAB2IP, DBN1, DBNL, DDX56, DEF8, DISC1, DLG4, DLG5, DNM1L, DNM2, DNM3, DPYSL3, DSCAM, DVL2, DVL3, DZIP1, EEF2K, EFNA5, EPS8, EPS8L1, ESPN, FAM98A, FBXO31, FBXO38, FBXW8, FES, FGFR1, FKBP1B, FN1, FNBP1L, FOXO6, FSCN1, FYN, GPC2, GPM6A, GRIP1, GRN, HAP1, HCLS1, HDAC4, HGF, HRAS, HTT, INS, IQGAP1, ISLR2, IST1, ITGA2, KALRN, KAT2A, KCTD17, KIDINS220, LIMK1, LLPH, LPAR1, LPAR3, LRP1, LRP8, LRRC7, LTK, LYN, MAGI2, MAP1B, MAP2K1, MAP3K13, MAP6, MAPK6, MAPT, MARK2, MARK4, MEGF8, METRN, MNS1, MOB2, MTOR, MUL1, MUSK, NAV3, NCK1, NCKAP1, NDEL1, NDNF, NDRG4, NEDD4L, NEGR1, NEURL1, NFE2L2, NGF, NGFR, NIN, NLGN1, NME2, NPTN, NTN1, NTRK1, NTRK2, NTRK3, OBSL1, OPA1, P2RX7, P2RY12, PACSIN1, PAFAH1B1, PAK1, PALM, PLEKHM1, PLK5, PLXNA1, PLXNA2, PLXNA4, PLXNB1, PLXNB2, PLXNC1, PLXND1, POU4F2, PPP1R9A, PRKD1, PROM2, PSEN1, PTK2B, PTK7, PTN, PTPRD, RAB11A, RAC2, RALA, RAP1A, RAPGEF1, RAPGEF2, RASAL1, RELN, RET, RHOQ, RIMS1, RND2, RNF157, ROBO1, ROBO2, ROR1, ROR2, RREB1, RUFY3, S100A9, SCARF1, SCN1B, SEMA4D, SEMA5A, SEMA7A, SEPT9, SHANK1, SHANK2, SHANK3, SHOX2, SLIT2, SLITRK1, SMURF1, SRC, SS18L1, STK11, STK25, STMN2, STYXL1, SYT1, SYT17, SYT2, SYT3, SYT4, TAPT1, TENM2, TENM3, TGFB3, TIAM1, TMEM30A, TRAK1, TRIM67, TRPV2, UBE2V2, UNC13A, VIL1, VLDLR, WNT3A, WNT5A, WRAP73, ZEB2, ZMYND10, ZMYND8"
"GO:0007626","locomotory behavior",188,6e-04,0.949,"ABAT, ABCA2, ABHD12, ADAM22, ADCY5, ADORA2A, ALDH1A3, ALK, ALS2, ANKH, APBA1, APBA2, APOE, APP, ARRB2, ASTN1, ATP1A2, AVP, B4GALT2, BTBD9, C12orf10, CACNA1B, CDH23, CELSR1, CEND1, CHD7, CHL1, CHRNA3, CHRNB2, CHRNB4, CLN8, CNP, CNTN2, CRH, CTNS, CXCL12, DAB1, DBH, DLG4, DMRT3, DPP4, DRD2, DRD3, DSCAM, EFNB3, EPS8, ESPN, FGF12, GAA, GAD1, GBX1, GDNF, GIGYF2, GIP, GMFB, GNAO1, GPR88, GRIN1, GRIN2D, GRM1, GRM5, GRM6, HEXB, HIPK2, HOXD10, KALRN, KCND2, KCNJ10, KLHL1, LGI4, LMX1A, LRRK2, LRRTM1, MC3R, MEIS1, MTA1, MYO15A, MYO5A, NAV2, NCOA2, NCOR1, NEGR1, NKX2-1, NLGN2, NMS, NOVA1, NPC1, NPY1R, NR4A2, NRG1, NTF4, NTSR1, OLFM2, OPRD1, OPRK1, OPRM1, OTOG, OXR1, PAFAH1B1, PAK6, PARK7, PBX3, PDE1B, PENK, PPP1R1B, PPP3CB, PREX2, PRKCE, PUM1, QRFP, SCN1A, SEZ6, SEZ6L, SLC18A2, SLC4A10, SLC6A3, SLURP1, SNAP25, SNCA, SNCG, SOBP, SPG11, SPTBN4, STRN, TAL1, TH, TMOD1, TNR, TRH, UCHL1, ZDHHC8, ZIC1, ZMPSTE24, ZNF385A"
"GO:0061387","regulation of extent of cell growth",105,6e-04,0.962,"ABL1, ADNP, ANAPC2, APOE, BARHL2, BDNF, CDH4, CDK5R1, CRABP2, CTTN, CXCL12, DBN1, DBNL, DCC, DISC1, DNM2, DRAXIN, DSCAM, EFNA5, FN1, FSTL4, GSK3B, HCLS1, IFRD1, ISLR2, IST1, LIMK1, LPAR3, LRP1, MAG, MAP1B, MAP2, MAP3K13, MAPT, MEGF8, MT3, NDEL1, NGF, NKX6-1, NRCAM, NTN1, NTRK3, OLFM1, PAFAH1B1, PAK1, PLXNA4, POU4F2, PTPRS, RAB11A, RND2, RNF6, RUFY3, SEMA3A, SEMA3B, SEMA3C, SEMA3D, SEMA3E, SEMA3F, SEMA3G, SEMA4A, SEMA4B, SEMA4C, SEMA4D, SEMA4F, SEMA4G, SEMA5A, SEMA6A, SEMA6B, SEMA6C, SEMA6D, SEMA7A, SIN3A, SPP1, TNR, TRPV2, TTL, ULK2, WDR36, WNT3A, WNT5A"
"GO:0008016","regulation of heart contraction",241,6e-04,0.985,"ABCC9, ADA, ADORA1, ADRA1A, ADRA1B, AGT, AHCYL1, AKAP9, ANK2, ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B3, ATP2A1, ATP2A2, ATP2A3, ATP2B1, ATP2B2, ATP2B4, AVPR1A, BIN1, BVES, CACNA1B, CACNA1C, CACNA1D, CACNA1G, CACNA1H, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, CALCA, CAMK2D, CASQ1, CASQ2, CAV1, CAV3, CELF2, CHGA, CHRM2, CORIN, CSRP3, CTNNA3, CXADR, CYP2J2, DLG1, DMPK, DRD2, DSC2, EDN3, EHD3, FKBP1B, FOXN4, FXYD1, FXYD2, FXYD4, FXYD6, FXYD7, GAA, GATA4, GJA1, GLP1R, GLRX3, GNAO1, GSTM2, GSTO1, HCN4, HDAC4, HEY2, HRC, HSPB7, IRX5, ITPR1, ITPR2, ITPR3, JUP, KCND2, KCND3, KCNE1, KCNE2, KCNE4, KCNG2, KCNH2, KCNIP1, KCNIP2, KCNIP3, KCNIP4, KCNJ11, KCNJ12, KCNJ14, KCNJ2, KCNJ3, KCNJ5, KCNK15, KCNK3, KCNK6, KCNN2, KCNQ1, MC3R, MDM2, MEF2A, MIR1-1, MIR133A2, MIR26A1, MIR26A2, MIR328, MYH6, MYH7, MYL2, MYL3, MYL4, NMU, NOS1, NOS3, NPPC, NPR1, NPR2, OXT, PDE4B, PDE4D, PDE5A, PIK3CG, RNLS, RYR1, RYR2, RYR3, S100A1, SCN1B, SCN2B, SCN3B, SCN5A, SEMA3A, SLC1A1, SLC8A1, SLC8A2, SLC8A3, SLC9A1, SMAD7, SPTBN4, SREBF1, STC1, STIM1, TACR3, TBX2, TGFB2, TH, TMEM38B, TNNI3, TNNI3K, TNNT2, TPM1, TRPV1, UCN, YWHAE, ZMPSTE24"
"GO:0014706","striated muscle tissue development",275,9e-04,0.967,"ACTC1, ACTN2, ACVR1, ADAMTS9, ADRA1A, AGT, AKAP13, ALDH1A2, ALPK2, ALPK3, ANKRD1, ANKRD2, ARID1A, ASB2, ATF3, ATG5, BCL9, BIN3, BMP4, BMP5, BMP7, BTG2, BVES, CACYBP, CASQ1, CAV1, CAV2, CAV3, CBY1, CCM2L, CCNB1, CDC42, CDK1, CDON, CFLAR, CHD7, CHRNA1, CHRND, COL11A1, CSRP3, CXADR, DCN, DMRTA2, DNER, EEF2, EGR2, ELN, ENG, EYA1, EYA2, FGFR2, FHL2, FHOD3, FKBP1A, FLNB, FOXH1, FOXN2, FOXP2, GATA4, GPX1, GTF3C5, HEY2, HEYL, HIVEP3, HLX, HOMER1, HOXD10, IFRD1, IGSF8, KCNAB1, KDM6B, KEL, KLF5, LEMD2, LMOD3, LRP2, LRRC10, MAFF, MAML1, MAP2K4, MAPK14, MED1, MEF2A, MEF2D, MEGF10, MESP1, METTL21C, MIR23A, MSC, MTOR, MYF5, MYF6, MYH11, MYH14, MYH15, MYH6, MYH7, MYL2, MYL3, MYL6, MYLK2, MYLK3, MYO18B, MYOCD, MYOD1, MYOG, MYOM2, MYOM3, MYOZ1, MYOZ2, NDRG4, NDUFV2, NEB, NEBL, NEURL1, NF1, NKX2-6, NOTCH1, NOX4, NPRL3, NR2F2, NRAP, NRG1, OBSL1, P2RX2, PAX5, PAX7, PDGFRA, PDGFRB, PGM5, PITX1, POPDC3, PPP1R13L, PRKAR1A, PROX1, PTCD2, RARA, RARB, RB1, RBP4, RBPJ, RXRA, RYR1, RYR2, S1PR1, SEMA3C, SGCB, SGCD, SGCG, SGCZ, SHH, SIRT6, SIX1, SIX4, SKI, SLC8A1, SLC9A1, SMAD4, SMAD7, SMYD1, SORBS2, SOX6, SOX8, STAC3, SVIL, TBX2, TBX20, TBX3, TBX5, TCAP, TENM4, TGFB1, TGFB2, TGFBR3, TNNI1, TNNI3, TNNT2, TPM1, TTN, VAMP5, WNT2, WNT3A, WNT5A, WNT8A, WT1, XIRP2, ZFPM1, ZFPM2, ZMPSTE24, ZNF689"
"GO:0072511","divalent inorganic cation transport",294,9e-04,0.92,"ABCC2, ADRA1A, ANK2, ANXA5, ANXA6, ASIC1, ATP2A1, ATP2A2, ATP2A3, ATP2B1, ATP2B2, ATP2B4, ATP2C1, ATP7B, BSPRY, CACHD1, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1G, CACNA1H, CACNA1I, CACNA2D1, CACNA2D2, CACNA2D3, CACNA2D4, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CACNG2, CACNG3, CACNG4, CACNG5, CACNG6, CACNG7, CACNG8, CALCRL, CALHM1, CAMK2A, CASR, CATSPER1, CATSPER4, CAV1, CCL3, CCL8, CCR5, CDH23, CHRNA10, CHRNA7, CHRNA9, CHRNB2, CLCA1, CLDN16, CNNM2, CNNM4, CORO1A, DNM1L, DRD2, EFHB, FAM155A, FASLG, FGF2, FKBP1A, FKBP1B, FYN, GCK, GJA4, GPM6A, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRIN3A, GRIN3B, HTR2A, HTR2B, ITGAV, ITPR1, ITPR2, ITPR3, JPH2, JPH3, JPH4, KCNJ2, LCK, LETM1, MCOLN2, MICU3, MS4A1, MT3, NALCN, NCS1, NIPAL2, NIPAL3, NIPAL4, OPA1, OPRM1, ORAI2, ORAI3, P2RX7, P2RY12, PARL, PDE2A, PHB, PKD1, PKD1L1, PKD1L2, PKD2, PKD2L1, PKD2L2, PLCB1, PLCB2, PLCB3, PLCB4, PLCD1, PLCD4, PLCE1, PLCG1, PLCG2, PLCH1, PLCH2, PLCL1, PLCL2, PLCZ1, PMPCA, PMPCB, PRKCB, PSEN1, PTPRC, RAMP3, RASA3, RYR1, RYR2, RYR3, SLC11A2, SLC24A1, SLC24A2, SLC24A3, SLC24A4, SLC24A5, SLC25A25, SLC30A10, SLC30A2, SLC30A3, SLC30A5, SLC30A8, SLC35G1, SLC39A1, SLC39A10, SLC39A11, SLC39A12, SLC39A13, SLC39A14, SLC39A2, SLC39A3, SLC39A4, SLC39A7, SLC3A2, SLC41A1, SLC8A1, SLC8A2, SLC8A3, SLC8B1, SMDT1, STIM1, TMC1, TMC2, TMCO1, TMEM163, TMEM165, TMEM37, TMEM38B, TPCN1, TPCN2, TPT1, TRPC3, TRPC4, TRPC6, TRPC7, TRPM1, TRPM2, TRPM3, TRPM5, TRPM8, TRPV1, TRPV2, TRPV3, TRPV4, TRPV6, TUSC3, VDAC1, VDR, WNT3A, XCL1, XCR1, ZDHHC17, ZMPSTE24"
"GO:0050954","sensory perception of mechanical stimulus",163,9e-04,0.912,"ASIC2, ASIC3, ATP2B2, ATP6V1B1, ATP8B1, BACE1, BARHL1, CABP2, CACNA1D, CACNB3, CDC14A, CDH23, CHD7, CHRNA10, CHRNA9, CHRNB2, CLIC5, CLRN1, CNTN5, COL11A1, COL11A2, COL1A1, COL2A1, COL4A3, CRYM, CXCL12, DCDC2, DRGX, EML2, EPYC, ESPN, ESPNL, EYA1, EYA4, FBXO11, FGFR1, FYN, GABRA5, GABRB2, GABRB3, GJB6, GPX1, GRM7, HEXB, HOMER2, HPN, HTR2A, ICAM1, ITGA2, KCNE1, KCNK4, KCNQ1, KCNQ4, LHFPL5, LOXHD1, LRP2, LRTOMT, MBP, MYH14, MYO15A, MYO1A, MYO3A, MYO3B, MYO6, MYO7A, NAV2, NDUFB9, NIPBL, NTRK1, OTOA, OTOF, OTOG, OTOGL, OTOR, OTOS, P2RX2, PAX3, PCDH15, PDZD7, PIEZO2, POU4F2, POU4F3, ROR1, RPL38, SCN1A, SERPINE2, SIX1, SLC1A3, SLC26A4, SLC26A5, SOBP, SPTBN4, SRRM4, TBX1, TECTA, TFAP2A, TH, TIMM10, TIMM8B, TMC1, TMC2, TMIE, TMPRSS3, TPRN, TRIOBP, TRPV1, TSPEAR, TUB, UCN, USH1C, USH1G, USH2A, USP53, WFS1"
