"ID","Name","NumGenes","CorrectedPvalue","Multifunctionality","GeneMemberDiff"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",248,4e-05,0.00775,"AMIGO3, ARVCF, ATP2C1, CADM1, CD6, CDH1, CDH13, CDH22, CDH23, CDH3, CDHR1, CDHR2, CDHR5, CEACAM1, CLDN10, CLDN11, CLDN7, CLDN9, CXADR, EPCAM, FGFRL1, GATA5, ICAM1, IGSF21, ITGAL, LRRC4, MAG, MPZL2, PCDH7, PCDHA1, PCDHA10, PCDHA11, PCDHA12, PCDHA13, PCDHA2, PCDHA3, PCDHA4, PCDHA5, PCDHA6, PCDHA7, PCDHA8, PCDHA9, PCDHAC1, PCDHAC2, PCDHGA1, PCDHGA10, PCDHGA11, PCDHGA12, PCDHGA2, PCDHGA3, PCDHGA4, PCDHGA5, PCDHGA6, PCDHGA7, PCDHGA8, PCDHGA9, PCDHGB1, PCDHGB2, PCDHGB3, PCDHGB4, PCDHGB6, PCDHGB7, PCDHGC3, PCDHGC4, PCDHGC5, PIK3CB, PKD1, PLXNB2, PTPRD, PTPRF, PVR, SDK2, TENM2, UNC5D"
"GO:0046578","regulation of Ras protein signal transduction",225,6e-05,0.79,"ABL1, ABL2, ABR, AKAP13, ARFGAP1, ARHGAP44, ARHGDIA, ARHGEF10L, ARHGEF16, ARHGEF26, ARHGEF28, ARHGEF3, ARHGEF39, ARHGEF4, ARHGEF40, ARHGEF7, AUTS2, BCR, CUL3, CYTH1, DAB2IP, DENND1A, DLC1, DNMBP, EPHB2, EPS8L2, F2R, F2RL1, FARP1, FARP2, FGD3, FGD6, FLCN, GPR35, IQSEC1, ITGA3, KANK1, KANK2, KITLG, KRAS, LPAR1, MAPKAP1, MAPRE2, MCF2L2, MFN2, NET1, NGEF, NOTCH1, NRG1, PLCE1, PLEKHG1, PLEKHG5, PREX1, PSD, PSD4, RAF1, RALGPS2, RAPGEF1, RASA2, RASA3, RASGRP1, SQSTM1, SSX2IP, SYNGAP1, TIAM1, TIMP2, TRIO, VAV1, VAV2"
"GO:0043405","regulation of MAP kinase activity",326,2e-04,0.964,"ADAM8, ADORA2B, AKAP13, BMP2, BMP7, CCL19, CSK, DAB2IP, DNAJA1, DTNBP1, DUSP10, DUSP16, DUSP2, DUSP8, DVL2, EDN3, EGFR, EPHA4, EPHB2, ERN2, ERP29, EZH2, F2R, FGF1, FGF2, FGFR1, FRS2, FZD5, GNG3, HIPK3, IGF1R, INSR, ITGA1, KITLG, KRAS, KSR1, LIME1, LPAR1, MAP2K1, MAP2K3, MAP2K5, MAP2K6, MAP3K14, MAP3K5, MAP3K7, MAP3K9, MAP4K2, MAP4K3, MAP4K5, MAPK1, MAPK14, MAPK3, MAPK8IP3, MAPKAPK3, MUC20, NOD1, NRG1, PAK1, PAQR3, PDCD4, PDE6G, PDGFA, PDGFB, PEA15, PIK3CB, PLCE1, PRDX2, PRKCD, PTPN1, PTPN6, RAF1, RAPGEF1, RASGRP1, RGS3, ROR2, S1PR2, SH2B3, SORL1, SPRED2, SRC, STK38, TAB2, TAOK3, TDGF1, TGFB1, THBS1, TIAM1, TP73, TRAF2, VEGFA"
"GO:0030111","regulation of Wnt signaling pathway",349,2e-04,0.919,"ABL1, AES, ALPK2, ATP6V1C2, AXIN1, AXIN2, BICC1, BMP2, BTRC, CDH3, CMAHP, CSNK1D, CSNK1E, CSNK2A1, CUL3, CYLD, DAB2IP, DACT2, DVL2, EGFR, FAM53B, FGF9, FGFR2, FOLR1, FOXL1, FOXO1, GNAQ, GSK3B, HDAC1, HIC1, HMGXB4, IGFBP1, ITGA3, JADE1, JUP, KANK1, KREMEN1, LEF1, LGR4, LGR5, LGR6, LRP4, LYPD6, MAD2L2, MAPK14, MBD2, MDFI, MESP1, MLLT3, NFATC1, NKD1, NKD2, NLK, NOTCH1, NOTUM, NRARP, NXN, PPP1CA, PSMB10, PSMD11, PSMD3, PTK7, PTPRO, RAPGEF1, RECK, RNF220, ROR2, RUVBL1, SIAH2, SLC9A3R1, SMAD3, SRC, STK11, STK3, SULF2, TCF7L2, TIAM1, TLE3, TMEM88, TNFAIP3, TNKS, TRABD2B, TRPM4, TSKU, UBAC2, UBR5, USP34, WNK2, WNT10B, WNT5B, WWOX, WWTR1, YAP1, ZNRF3"
"GO:0048732","gland development",396,3e-04,0.995,"AACS, ABL1, ACAT1, AK4, AKT2, ALDH1A2, ALDH1A3, ARID5B, ASXL1, BCL11B, BCL2, BMP2, BMP7, BMPR1A, BTRC, CCDC40, CDH1, CDKN1C, COBL, CPS1, CUL3, DDX39B, DNAAF1, E2F8, EDAR, EGFR, EPHB3, ESRP2, ETS1, EZH2, FGFR1, FGFR2, FPGS, FRS2, GHRHR, GLI2, HLX, HMOX1, HNF1A, HNF4A, HOXA3, HOXA5, IGF2R, INSR, ITGA2, JARID2, KRAS, LAMA5, LEF1, LRP5, LRP5L, MAN2A1, MAP2K1, MAPK1, MAPK3, MSX2, NCOA1, NEURL1, NOTCH1, NRG1, PAM, PAX6, PBX1, PCSK9, PDX1, PHF2, PIK3CA, PKD1, PLXNA1, POLB, PRDX2, PRLR, PROX1, PSAP, PTCH1, RAF1, RAP1A, RARA, RXRA, SEMA3A, SEMA3C, SLC29A1, SLC9A3R1, SMAD2, SMAD3, SMAD4, SP3, SRC, SRSF5, STAT5A, STAT5B, STRA6, SULF2, TDGF1, TFCP2L1, TGFB1, THRA, THRB, TP63, UPF2, USF2, VDR, VEGFA, WDR77, WNT2, ZBTB7B, ZDHHC21"
"GO:0060541","respiratory system development",191,5e-04,0.994,"AGR2, ALDH1A2, ALDH1A3, ASXL1, BMPR1A, CCDC40, CHD7, CHI3L1, CRISPLD2, DLG5, DNAAF1, EGFR, EIF4EBP1, EP300, ESRP2, FBXW7, FGF1, FGF9, FGFR1, FGFR2, FGFRL1, FOXP2, GLI2, GRHL2, HOXA5, ITGA3, KCNAB1, KRAS, LAMA5, LEF1, LIPA, LTBP3, MAN2A1, MAP2K1, MAPK1, MAPK3, NOTCH1, PDGFA, PKD1, PLOD3, PPP1CA, PROX1, PTK7, RARA, RBP4, SLC23A1, SMAD2, SP3, SPDEF, SREBF1, STRA6, TBX4, THRA, THRB, TMEM38B, TNS3, TULP3, VEGFA, WNT2, YAP1"
"GO:0051017","actin filament bundle assembly",62,5e-04,0.718,"ACTN1, ACTN4, ADD1, ADD2, ADD3, AIF1L, BAIAP2, BAIAP2L2, CUL3, DMTN, FAM107A, FAM171A1, FMN2, FSCN1, HSP90B1, ITGB5, LIMA1, MYO1B, NEDD9, RHOBTB1, RHOBTB2, RHOF, RND2, SORBS1, SPIRE1, SPIRE2, SRC"
"GO:0002067","glandular epithelial cell differentiation",39,5e-04,0.873,"AGR2, BMP2, BMP6, CDK6, DLL1, FGFR2, HNF4A, HOXA5, NKX2-2, NOTCH1, PAX6, PDPK1, PDX1, PROX1, RARA, RFX3, RXRA, SPDEF, TP63, WDR77"
"GO:0061564","axon development",393,5e-04,0.939,"ABL1, AFG3L2, AGRN, ANK3, APBB1, APBB2, ATL1, AUTS2, BAIAP2, BCL11B, BCL2, BMP7, BRSK1, CASP3, CCK, COBL, CTNNA1, DRGX, EFNA3, EFNA4, EFNB2, ENAH, EPHA10, EPHA4, EPHA8, EPHB2, EPHB3, EVL, EXT1, FAM129B, FEZ2, FGFR2, FOLR1, FRS2, FYN, GAB2, GLI2, GPC1, GRB7, HOXA2, KIF5B, KLF7, LGR6, LLGL1, LYPLA2, MAG, MAP1A, MAPK1, MAPK3, MAPK8IP3, MARK2, MATN2, MTR, NFASC, NIN, NOTCH1, NRCAM, NREP, NRXN3, NUMB, PARD3, PAX6, PDLIM7, PICALM, PIK3CA, PIK3CB, PIK3R1, PITPNA, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PRKCA, PTCH1, PTK2, PTPRA, PTPRO, RAB10, RAP1GAP, RNF165, RTN4, RTN4RL1, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA6A, SHC3, SIAH1, SLIT1, SMAD4, SPTAN1, SPTBN1, SPTBN2, SPTBN5, SRC, STK11, STXBP1, SZT2, TRIM32, TRIO, TSKU, UNC5D, VEGFA"
"GO:0031346","positive regulation of cell projection organization",375,5e-04,0.944,"ABL2, AGRN, AGT, ANAPC2, ANKRD27, APBB1, ARAP1, ARHGDIA, ARHGEF7, AUTS2, AVIL, BAIAP2, BCAS3, BMP7, CAMK1D, CAMK2B, CBFA2T2, CCDC88A, CCL19, CDC42EP4, CDC42EP5, CFLAR, COBL, CORO1C, CPEB3, CPNE5, CRABP2, CROCC, CUX1, DAB2IP, DDX56, DLG5, DVL2, EEF2K, EP300, EPHA4, EPS8L2, EZH2, F2RL1, FBXO31, FBXO38, FES, FGFR1, FOXO6, FSCN1, FYN, HDAC4, HTT, ITGA2, ITGA3, KCTD17, LPAR1, LRP8, LTK, MAP2K1, MAP6, MAPK6, MARK2, MARK4, METRN, MTOR, NEDD4L, NEURL1, NFE2L2, NIN, OBSL1, OPA1, PAK1, PALM, PARP6, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PPP1R9A, PRKCI, PROM2, PTK7, PTPRD, RAB21, RAP1A, RAPGEF1, RAPGEF2, RND2, RNF157, ROR2, RREB1, SEPT9, SF3A2, SHANK2, SMURF1, SRC, STK11, TENM2, TIAM1, TRAK1, VEGFA, WASL, WRAP73"
"GO:0030323","respiratory tube development",168,6e-04,0.993,"AGR2, ALDH1A2, ASXL1, BMPR1A, CCDC40, CHI3L1, CRISPLD2, DLG5, DNAAF1, EGFR, EIF4EBP1, EP300, ESRP2, FBXW7, FGF1, FGF9, FGFR1, FGFR2, FOXP2, GLI2, GRHL2, HOXA5, ITGA3, KRAS, LAMA5, LIPA, LTBP3, MAN2A1, MAP2K1, MAPK1, MAPK3, NOTCH1, PDGFA, PKD1, PLOD3, PPP1CA, PROX1, PTK7, RBP4, SLC23A1, SMAD2, SP3, SPDEF, SREBF1, STRA6, TBX4, THRA, THRB, TMEM38B, TNS3, TULP3, VEGFA, WNT2, YAP1"
"GO:0008593","regulation of Notch signaling pathway",100,6e-04,0.929,"AAK1, ADAM10, BMP2K, BMP7, CBFA2T2, CREBBP, DLL1, DTX1, EGFR, EP300, EPN2, FAM129B, FBXW7, GALNT11, GATA5, GDPD5, HEY1, JAG1, JAG2, LLGL1, LLGL2, MAML2, MAML3, MESP1, NEURL1, NOTCH1, NRARP, POFUT1, PRKCI, SLC35C1, TP63, TSPEAR, WWP2, ZBTB7A, ZMIZ1"
"GO:0008286","insulin receptor signaling pathway",85,6e-04,0.937,"AKT2, ATP6V0D1, ATP6V0E1, ATP6V1A, ATP6V1C2, BAIAP2, BCAR1, CAV2, CSRP3, EIF4EBP1, FER, FOXO1, FOXO3, FOXO6, GRB14, GRB7, GSK3B, IGF1R, IGFBP1, INSR, PDK2, PDK4, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PTPN1, PTPRA, SOGA1, SORBS1, SREBF1, TCIRG1, ZNF106"
"GO:0030324","lung development",165,6e-04,0.994,"AGR2, ALDH1A2, ASXL1, BMPR1A, CCDC40, CHI3L1, CRISPLD2, DLG5, DNAAF1, EGFR, EIF4EBP1, EP300, ESRP2, FBXW7, FGF1, FGF9, FGFR1, FGFR2, FOXP2, GLI2, GRHL2, HOXA5, ITGA3, KRAS, LAMA5, LIPA, LTBP3, MAN2A1, MAP2K1, MAPK1, MAPK3, NOTCH1, PDGFA, PKD1, PLOD3, PPP1CA, PROX1, PTK7, RBP4, SLC23A1, SMAD2, SP3, SPDEF, SREBF1, STRA6, TBX4, THRA, THRB, TMEM38B, TNS3, VEGFA, WNT2, YAP1"
"GO:0001701","in utero embryonic development",360,6e-04,0.925,"ACVR1B, ACVRL1, ADAM10, ADCY9, ADD1, ANKRD11, APBA2, ARNT, ATP11A, BIRC6, BMP2, BMP7, BMPR1A, C2CD3, CAPN2, CASP8, CCM2, CDKN1C, CELF4, CHD7, CHTOP, CMIP, CTR9, CUL3, CUL4A, E2F8, EGFL8, EGFR, ELL, EMG1, EPN1, FGFR1, FGFR2, FLCN, FUT8, FZD5, GCM1, GINS4, GLI2, GNA12, GRHL2, HEY1, HSD17B2, HSF1, JAG2, KEAP1, LEF1, MAN2A1, MAP2K1, MAPK1, MBD3, MBNL1, MDFI, MFN2, MYO1E, NCOA1, NMT1, NOTCH1, NXN, OVOL2, PDGFB, PEMT, PKD1, PLOD3, POLB, POLG2, PTCH1, PTH1R, RTF1, RTN4, RXRA, SETD2, SH3PXD2A, SIN3A, SLC25A20, SLC25A34, SLC35E2B, SMAD2, SMAD3, SMAD4, SMG9, SOX6, SOX8, SP3, SSR2, ST14, STK3, SUPT6H, TFEB, TIE1, UBR3, VASH2, VEGFA, WDR74, WNT2, ZMIZ1"
"GO:0032147","activation of protein kinase activity",310,6e-04,0.95,"ABL1, ADCY3, ADCY9, ADORA2B, ANG, ATG13, AXIN1, BMP2, CAB39, CARD10, CCDC88A, CCL19, CHI3L1, DAB2IP, DGKQ, EGFR, ERN2, ERP29, F2R, FGF1, FGF2, FRS2, GNG3, GPRC5C, INSR, ITGA1, KSR1, LPAR1, MAP2K1, MAP2K3, MAP2K5, MAP2K6, MAP3K14, MAP3K5, MAP3K7, MAP3K9, MAP4K2, MAP4K3, MAP4K5, MAPK1, MAPK14, MAPK3, MAPK8IP3, MAPKAP1, MAPKAPK3, MARK2, MLST8, MTOR, MUC20, NOD1, NRG1, PAK1, PAK6, PDE6G, PDGFB, PDPK1, PEA15, PIK3CA, PIK3CB, PLCE1, PRDX2, PRKAR1B, PRKCD, PRKCZ, PRLR, PRR5, PTPN1, RAF1, RAPGEF1, RICTOR, RPLP1, RPTOR, S1PR2, SRC, STK10, STK11, STK3, TAB2, TAOK3, TDGF1, THBS1, TP73, TRAF2, VEGFA"
"GO:0034332","adherens junction organization",82,6e-04,0.78,"ACTN1, ANG, ARHGEF7, BCL2, BCR, CADM1, CDH1, CDH13, CDH23, CDH3, CSK, CTNNA1, DLC1, DLG5, ITGA2, JUP, KIFC3, LAMA5, NUMB, PDPK1, PEAK1, PLEKHA7, PTPRK, PVR, RCC2, SMAD7, SORBS1, SRC"
"GO:0031099","regeneration",149,6e-04,0.986,"ADAM15, ANGPT2, ATIC, BCL2, CDK4, CFLAR, CTNNA1, DYSF, EGFR, EYS, EZH2, F7, FOLR1, FPGS, GATA4, GSN, HMOX1, IGF2R, IGFBP1, LGR6, LPIN1, MAG, MAPK8IP3, MATN2, MTR, MUSTN1, NINJ1, NINJ2, NOTCH1, NREP, PAX7, PDX1, PGF, PPARG, PPP3CA, PTCH1, PTPRF, RAP1A, RTN4RL1, SGCA, SOX15, SRSF5, SULF2, TEC, UPF2, WNT10B, YAP1"
"GO:0061572","actin filament bundle organization",64,6e-04,0.732,"ACTN1, ACTN4, ADD1, ADD2, ADD3, AIF1L, BAIAP2, BAIAP2L2, CUL3, DMTN, FAM107A, FAM171A1, FMN2, FSCN1, HSP90B1, ITGB5, LIMA1, MYO1B, NEDD9, RHOBTB1, RHOBTB2, RHOF, RND2, SORBS1, SPIRE1, SPIRE2, SRC"
"GO:0043406","positive regulation of MAP kinase activity",249,7e-04,0.966,"ADAM8, ADORA2B, AKAP13, BMP2, CCL19, CSK, DAB2IP, DVL2, EDN3, EGFR, EPHA4, ERN2, ERP29, EZH2, F2R, FGF1, FGF2, FGFR1, FRS2, FZD5, GNG3, INSR, ITGA1, KITLG, KRAS, KSR1, LPAR1, MAP2K1, MAP2K3, MAP2K5, MAP2K6, MAP3K14, MAP3K5, MAP3K7, MAP3K9, MAP4K2, MAP4K3, MAP4K5, MAPK1, MAPK14, MAPK3, MAPK8IP3, MAPKAPK3, MUC20, NOD1, NRG1, PAK1, PDE6G, PDGFA, PDGFB, PEA15, PIK3CB, PLCE1, PRDX2, PTPN1, RAF1, RAPGEF1, RASGRP1, ROR2, S1PR2, SRC, TAB2, TAOK3, TDGF1, TGFB1, THBS1, TIAM1, TP73, TRAF2, VEGFA"
"GO:0010769","regulation of cell morphogenesis involved in differentiation",291,9e-04,0.945,"ABL1, ACTN4, ADAM10, ANAPC2, ANKRD27, ARHGAP44, ARHGDIA, ARHGEF7, BAIAP2, BARHL2, BRSK1, CAMK2B, CFL1, CORO1C, CRABP2, CUX1, DMTN, DOCK1, EEF2K, EPHA4, EPHB2, EPHB3, FBXO31, GSK3B, HECW2, KANK1, KIF13B, LRP4, LRP8, LZTS3, MAG, MAP2K1, MAP6, MARK2, METRN, MYADM, NEDD4L, NEDD9, NGEF, NIN, NRCAM, NSMF, OBSL1, OLFM4, OPA1, PAK1, PARP6, PLXNA1, PLXNA2, PLXNB2, PLXNC1, PPP1R9A, PPP3CA, PREX1, PTK2, PTPRD, PTPRO, RAB21, RAPGEF2, RCC2, RND2, RREB1, RTN4, SEMA3A, SEMA3B, SEMA3C, SEMA3F, SEMA4B, SEMA4C, SEMA6A, SIN3A, SIPA1L1, STK11, SYNGAP1, TIAM1, TRAK1, TRIOBP, VEGFA, ZSWIM5, ZSWIM6"
